,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,RFM_level,Kmeans cluster,Color,Advice
815,13431.0,68,2,1269.1,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
816,13434.0,75,2,534.24,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
817,13435.0,6,9,9758.2,4,4,4,12,Best Customers,1,blue,Promotion of new offers
818,13436.0,2,1,196.89,4,1,1,6,Loyal Customers,0,red,Huge product discount
819,13437.0,15,8,3483.06,4,4,4,12,Best Customers,1,blue,Promotion of new offers
820,13439.0,256,1,283.71,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
821,13441.0,92,1,296.64,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
822,13447.0,24,3,1129.14,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
823,13448.0,17,6,3534.69,4,3,4,11,Best Customers,1,blue,Promotion of new offers
824,13449.0,24,1,291.88,3,1,1,5,Loyal Customers,0,red,Huge product discount
825,13450.0,27,6,2043.72,3,3,4,10,Best Customers,1,blue,Promotion of new offers
826,13451.0,27,5,2898.26,3,3,4,10,Best Customers,1,blue,Promotion of new offers
827,13452.0,260,2,590.0,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
828,13453.0,166,2,356.98,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
829,13455.0,25,2,1058.34,3,1,3,7,Loyal Customers,0,red,Huge product discount
830,13456.0,18,6,1766.72,4,3,3,10,Best Customers,1,blue,Promotion of new offers
831,13458.0,8,16,13461.04,4,4,4,12,Best Customers,1,blue,Promotion of new offers
832,13460.0,30,2,183.44,3,1,1,5,Loyal Customers,0,red,Huge product discount
833,13461.0,39,3,1445.0,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
834,13462.0,253,1,151.5,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
835,13464.0,59,1,674.68,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
836,13466.0,185,1,307.9,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
837,13467.0,11,2,1071.91,4,1,3,8,Loyal Customers,0,red,Huge product discount
838,13468.0,2,41,8565.6,4,4,4,12,Best Customers,1,blue,Promotion of new offers
839,13470.0,100,2,165.0,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
840,13471.0,2,5,2519.74,4,3,4,11,Best Customers,1,blue,Promotion of new offers
841,13473.0,61,2,422.64,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
842,13474.0,237,1,226.84,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
843,13475.0,192,4,1431.78,1,2,3,6,Loyal Customers,3,black,Direct social media messaging
844,13476.0,179,2,1238.47,1,1,3,5,Loyal Customers,3,black,Direct social media messaging
845,13477.0,38,6,1454.58,3,3,3,9,Best Customers,1,blue,Promotion of new offers
846,13479.0,201,2,300.95,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
847,13481.0,46,5,1804.56,3,3,3,9,Best Customers,1,blue,Promotion of new offers
848,13482.0,233,1,184.64,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
849,13483.0,66,1,140.34,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
850,13484.0,242,1,313.8,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
851,13485.0,234,1,454.24,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
852,13486.0,79,3,1122.41,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
853,13487.0,58,3,575.4,2,2,2,6,Loyal Customers,2,green,Products advertisment via mail
854,13488.0,18,13,8968.31,4,4,4,12,Best Customers,1,blue,Promotion of new offers
855,13489.0,106,4,449.52,2,2,2,6,Loyal Customers,2,green,Products advertisment via mail
856,13491.0,52,10,1215.82,2,4,3,9,Best Customers,1,blue,Promotion of new offers
857,13492.0,137,4,1282.59,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
858,13493.0,276,2,618.63,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
859,13494.0,312,1,316.26,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
860,13495.0,8,5,2044.87,4,3,4,11,Best Customers,1,blue,Promotion of new offers
861,13496.0,11,2,653.33,4,1,2,7,Loyal Customers,0,red,Huge product discount
862,13497.0,283,2,348.05,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
863,13499.0,18,6,1176.81,4,3,3,10,Best Customers,1,blue,Promotion of new offers
864,13500.0,24,3,1166.77,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
865,13501.0,289,1,1340.32,1,1,3,5,Loyal Customers,3,black,Direct social media messaging
866,13502.0,17,3,292.0,4,2,1,7,Loyal Customers,0,red,Huge product discount
867,13503.0,72,1,216.85,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
868,13504.0,65,1,295.93,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
869,13505.0,73,7,8981.89,2,3,4,9,Best Customers,3,black,Direct social media messaging
870,13506.0,317,2,458.52,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
871,13507.0,4,4,2479.16,4,2,4,10,Best Customers,1,blue,Promotion of new offers
872,13508.0,244,1,110.97,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
873,13509.0,9,7,979.72,4,3,3,10,Best Customers,1,blue,Promotion of new offers
874,13510.0,2,5,1819.4,4,3,3,10,Best Customers,1,blue,Promotion of new offers
875,13512.0,261,1,251.21,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
876,13513.0,127,1,205.1,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
877,13514.0,74,1,152.2,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
878,13515.0,73,4,891.12,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
879,13516.0,22,3,1389.41,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
880,13517.0,60,3,2128.42,2,2,4,8,Loyal Customers,3,black,Direct social media messaging
881,13518.0,86,2,3320.73,2,1,4,7,Loyal Customers,3,black,Direct social media messaging
882,13519.0,79,1,122.75,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
883,13520.0,59,6,3624.35,2,3,4,9,Best Customers,3,black,Direct social media messaging
884,13521.0,2,4,1079.68,4,2,3,9,Best Customers,0,red,Huge product discount
885,13522.0,31,1,125.8,3,1,1,5,Loyal Customers,0,red,Huge product discount
886,13523.0,34,6,10038.59,3,3,4,10,Best Customers,1,blue,Promotion of new offers
887,13524.0,41,7,3879.18,3,3,4,10,Best Customers,1,blue,Promotion of new offers
888,13525.0,15,2,628.78,4,1,2,7,Loyal Customers,0,red,Huge product discount
889,13527.0,34,7,2242.36,3,3,4,10,Best Customers,1,blue,Promotion of new offers
890,13529.0,79,2,307.76,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
891,13531.0,206,2,483.8,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
892,13532.0,34,1,210.31,3,1,1,5,Loyal Customers,0,red,Huge product discount
893,13533.0,183,3,269.09,1,2,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
894,13534.0,3,27,5929.38,4,4,4,12,Best Customers,1,blue,Promotion of new offers
895,13536.0,2,8,4503.1,4,4,4,12,Best Customers,1,blue,Promotion of new offers
896,13538.0,44,7,1280.85,3,3,3,9,Best Customers,1,blue,Promotion of new offers
897,13539.0,86,3,631.34,2,2,2,6,Loyal Customers,2,green,Products advertisment via mail
898,13544.0,40,2,276.06,3,1,1,5,Loyal Customers,0,red,Huge product discount
899,13546.0,13,3,621.09,4,2,2,8,Loyal Customers,0,red,Huge product discount
900,13548.0,97,2,678.16,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
901,13549.0,26,7,918.2,3,3,3,9,Best Customers,1,blue,Promotion of new offers
902,13551.0,320,1,91.8,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
903,13552.0,67,12,3740.07,2,4,4,10,Best Customers,1,blue,Promotion of new offers
904,13555.0,74,5,4100.24,2,3,4,9,Best Customers,3,black,Direct social media messaging
905,13557.0,29,2,584.06,3,1,2,6,Loyal Customers,0,red,Huge product discount
906,13558.0,6,4,594.52,4,2,2,8,Loyal Customers,0,red,Huge product discount
907,13560.0,8,1,171.42,4,1,1,6,Loyal Customers,0,red,Huge product discount
908,13561.0,216,1,141.86,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
909,13562.0,82,3,1799.33,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
910,13563.0,85,2,777.53,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
911,13564.0,145,4,1729.74,1,2,3,6,Loyal Customers,3,black,Direct social media messaging
912,13565.0,20,2,240.22,3,1,1,5,Loyal Customers,0,red,Huge product discount
913,13566.0,41,2,856.84,3,1,3,7,Loyal Customers,0,red,Huge product discount
914,13568.0,174,1,187.05,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
915,13569.0,18,2,338.62,4,1,2,7,Loyal Customers,0,red,Huge product discount
916,13570.0,244,1,239.49,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
917,13571.0,13,13,3735.74,4,4,4,12,Best Customers,1,blue,Promotion of new offers
918,13572.0,206,1,1384.25,1,1,3,5,Loyal Customers,3,black,Direct social media messaging
919,13573.0,51,2,290.25,3,1,1,5,Loyal Customers,0,red,Huge product discount
920,13575.0,24,5,732.07,3,3,3,9,Best Customers,1,blue,Promotion of new offers
921,13576.0,11,23,10686.43,4,4,4,12,Best Customers,1,blue,Promotion of new offers
922,13577.0,26,5,6349.77,3,3,4,10,Best Customers,1,blue,Promotion of new offers
923,13579.0,15,2,467.04,4,1,2,7,Loyal Customers,0,red,Huge product discount
924,13581.0,310,1,118.0,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
925,13583.0,156,1,781.03,1,1,3,5,Loyal Customers,3,black,Direct social media messaging
926,13584.0,307,1,142.4,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
927,13587.0,64,1,712.4,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
928,13588.0,16,10,6844.7,4,4,4,12,Best Customers,1,blue,Promotion of new offers
929,13589.0,15,3,392.11,4,2,2,8,Loyal Customers,0,red,Huge product discount
930,13590.0,12,6,1981.92,4,3,4,11,Best Customers,1,blue,Promotion of new offers
931,13591.0,65,3,1117.13,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
932,13592.0,36,4,247.96,3,2,1,6,Loyal Customers,0,red,Huge product discount
933,13593.0,109,5,2011.88,2,3,4,9,Best Customers,3,black,Direct social media messaging
934,13594.0,53,1,396.97,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
935,13596.0,6,2,664.11,4,1,2,7,Loyal Customers,0,red,Huge product discount
936,13598.0,48,1,160.04,3,1,1,5,Loyal Customers,0,red,Huge product discount
937,13599.0,2,23,6692.91,4,4,4,12,Best Customers,1,blue,Promotion of new offers
938,13600.0,313,1,219.52,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
939,13601.0,46,2,693.32,3,1,2,6,Loyal Customers,0,red,Huge product discount
940,13602.0,65,1,428.89,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
941,13603.0,27,1,164.34,3,1,1,5,Loyal Customers,0,red,Huge product discount
942,13606.0,30,3,276.75,3,2,1,6,Loyal Customers,0,red,Huge product discount
943,13607.0,41,1,675.51,3,1,2,6,Loyal Customers,0,red,Huge product discount
944,13610.0,13,7,1082.33,4,3,3,10,Best Customers,1,blue,Promotion of new offers
945,13611.0,90,3,1154.4,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
946,13614.0,25,4,1585.46,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
947,13615.0,319,1,417.69,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
948,13617.0,41,3,544.18,3,2,2,7,Loyal Customers,0,red,Huge product discount
949,13618.0,174,1,177.34,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
950,13621.0,117,1,209.85,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
951,13623.0,31,5,727.74,3,3,3,9,Best Customers,1,blue,Promotion of new offers
952,13626.0,253,1,257.23,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
953,13627.0,60,5,1636.55,2,3,3,8,Loyal Customers,3,black,Direct social media messaging
954,13629.0,24,11,7792.36,3,4,4,11,Best Customers,1,blue,Promotion of new offers
955,13630.0,6,7,2031.78,4,3,4,11,Best Customers,1,blue,Promotion of new offers
956,13631.0,100,11,3070.42,2,4,4,10,Best Customers,1,blue,Promotion of new offers
957,13632.0,25,5,2118.93,3,3,4,10,Best Customers,1,blue,Promotion of new offers
958,13634.0,34,5,1547.36,3,3,3,9,Best Customers,1,blue,Promotion of new offers
959,13635.0,68,1,1071.03,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
960,13636.0,37,5,949.12,3,3,3,9,Best Customers,1,blue,Promotion of new offers
961,13637.0,53,3,804.3,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
962,13638.0,16,1,122.64,4,1,1,6,Loyal Customers,0,red,Huge product discount
963,13639.0,75,1,1033.34,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
964,13642.0,216,1,312.28,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
965,13643.0,32,3,519.44,3,2,2,7,Loyal Customers,0,red,Huge product discount
966,13644.0,17,4,2624.26,4,2,4,10,Best Customers,1,blue,Promotion of new offers
967,13645.0,121,1,252.1,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
968,13647.0,10,4,1648.12,4,2,3,9,Best Customers,0,red,Huge product discount
969,13649.0,257,3,566.36,1,2,2,5,Loyal Customers,2,green,Products advertisment via mail
970,13650.0,17,8,8359.12,4,4,4,12,Best Customers,1,blue,Promotion of new offers
971,13651.0,36,2,94.2,3,1,1,5,Loyal Customers,0,red,Huge product discount
972,13652.0,46,3,1095.08,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
973,13654.0,44,7,2706.76,3,3,4,10,Best Customers,1,blue,Promotion of new offers
974,13655.0,115,2,932.97,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
975,13656.0,165,2,374.85,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
976,13657.0,11,2,382.14,4,1,2,7,Loyal Customers,0,red,Huge product discount
977,13658.0,10,6,2674.21,4,3,4,11,Best Customers,1,blue,Promotion of new offers
978,13659.0,206,2,1563.0,1,1,3,5,Loyal Customers,3,black,Direct social media messaging
979,13662.0,86,3,881.26,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
980,13663.0,180,1,189.47,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
981,13666.0,61,3,84.65,2,2,1,5,Loyal Customers,2,green,Products advertisment via mail
982,13667.0,150,1,299.05,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
983,13668.0,3,21,6309.83,4,4,4,12,Best Customers,1,blue,Promotion of new offers
984,13669.0,51,2,213.75,3,1,1,5,Loyal Customers,0,red,Huge product discount
985,13670.0,76,1,349.7,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
986,13672.0,302,2,186.39,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
987,13673.0,19,2,387.44,3,1,2,6,Loyal Customers,0,red,Huge product discount
988,13675.0,152,2,486.82,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
989,13678.0,152,1,210.52,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
990,13680.0,2,5,6407.84,4,3,4,11,Best Customers,1,blue,Promotion of new offers
991,13681.0,18,4,827.83,4,2,3,9,Best Customers,0,red,Huge product discount
992,13682.0,188,1,59.5,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
993,13684.0,286,1,65.13,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
994,13685.0,3,7,3119.44,4,3,4,11,Best Customers,1,blue,Promotion of new offers
995,13686.0,183,1,72.0,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
996,13689.0,64,1,910.0,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
997,13690.0,60,1,172.25,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
998,13692.0,25,6,2298.77,3,3,4,10,Best Customers,1,blue,Promotion of new offers
999,13694.0,4,55,74424.95,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1000,13695.0,32,15,2504.13,3,4,4,11,Best Customers,1,blue,Promotion of new offers
1001,13697.0,39,1,151.3,3,1,1,5,Loyal Customers,0,red,Huge product discount
1002,13699.0,156,1,308.58,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1003,13700.0,27,10,2248.63,3,4,4,11,Best Customers,1,blue,Promotion of new offers
1004,13703.0,319,1,99.5,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1005,13704.0,6,9,2308.06,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1006,13705.0,8,3,711.86,4,2,3,9,Best Customers,0,red,Huge product discount
1007,13706.0,303,1,330.79,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
1008,13707.0,268,3,2353.34,1,2,4,7,Loyal Customers,3,black,Direct social media messaging
1009,13708.0,272,1,285.33,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1010,13709.0,4,18,14008.59,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1011,13710.0,32,1,180.48,3,1,1,5,Loyal Customers,0,red,Huge product discount
1012,13711.0,219,2,252.06,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1013,13712.0,247,1,228.84,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1014,13715.0,282,5,1077.39,1,3,3,7,Loyal Customers,3,black,Direct social media messaging
1015,13716.0,270,1,138.28,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1016,13717.0,33,12,3378.28,3,4,4,11,Best Customers,1,blue,Promotion of new offers
1017,13718.0,247,2,306.55,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1018,13719.0,16,5,1041.68,4,3,3,10,Best Customers,1,blue,Promotion of new offers
1019,13720.0,117,4,799.9,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
1020,13721.0,37,1,524.14,3,1,2,6,Loyal Customers,0,red,Huge product discount
1021,13722.0,132,3,2375.41,2,2,4,8,Loyal Customers,3,black,Direct social media messaging
1022,13723.0,218,1,199.85,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1023,13725.0,50,9,1985.51,3,4,4,11,Best Customers,1,blue,Promotion of new offers
1024,13726.0,39,2,1079.66,3,1,3,7,Loyal Customers,0,red,Huge product discount
1025,13727.0,29,2,333.48,3,1,2,6,Loyal Customers,0,red,Huge product discount
1026,13728.0,37,6,1016.14,3,3,3,9,Best Customers,1,blue,Promotion of new offers
1027,13730.0,136,2,752.6,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1028,13731.0,220,2,610.59,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
1029,13732.0,29,2,588.78,3,1,2,6,Loyal Customers,0,red,Huge product discount
1030,13735.0,25,4,2883.54,3,2,4,9,Best Customers,3,black,Direct social media messaging
1031,13736.0,6,2,729.8,4,1,3,8,Loyal Customers,0,red,Huge product discount
1032,13737.0,201,1,339.6,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
1033,13739.0,19,1,216.9,3,1,1,5,Loyal Customers,0,red,Huge product discount
1034,13740.0,241,1,350.75,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
1035,13741.0,72,3,668.43,2,2,2,6,Loyal Customers,2,green,Products advertisment via mail
1036,13742.0,17,12,3107.87,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1037,13743.0,3,9,9724.73,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1038,13744.0,96,2,1080.52,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1039,13745.0,163,1,300.04,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1040,13747.0,374,1,79.6,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1041,13748.0,96,5,948.25,2,3,3,8,Loyal Customers,3,black,Direct social media messaging
1042,13750.0,54,5,1647.26,2,3,3,8,Loyal Customers,3,black,Direct social media messaging
1043,13751.0,289,1,296.25,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1044,13752.0,125,6,1175.38,2,3,3,8,Loyal Customers,3,black,Direct social media messaging
1045,13753.0,288,1,741.26,1,1,3,5,Loyal Customers,3,black,Direct social media messaging
1046,13754.0,152,2,282.6,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1047,13755.0,4,10,6551.99,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1048,13756.0,3,14,5189.52,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1049,13758.0,12,7,3190.55,4,3,4,11,Best Customers,1,blue,Promotion of new offers
1050,13759.0,34,2,659.41,3,1,2,6,Loyal Customers,0,red,Huge product discount
1051,13760.0,55,2,286.79,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
1052,13761.0,51,2,1070.65,3,1,3,7,Loyal Customers,0,red,Huge product discount
1053,13762.0,219,1,306.72,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1054,13763.0,64,1,1714.96,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1055,13764.0,71,3,1519.42,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
1056,13767.0,3,41,20463.96,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1057,13769.0,3,11,4575.6,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1058,13771.0,65,4,2634.45,2,2,4,8,Loyal Customers,3,black,Direct social media messaging
1059,13772.0,34,3,1122.63,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
1060,13774.0,82,1,345.0,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
1061,13777.0,1,38,32168.36,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1062,13778.0,104,1,178.7,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
1063,13780.0,8,2,360.01,4,1,2,7,Loyal Customers,0,red,Huge product discount
1064,13781.0,251,1,127.84,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1065,13782.0,13,6,908.86,4,3,3,10,Best Customers,1,blue,Promotion of new offers
1066,13784.0,10,14,9245.3,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1067,13786.0,368,1,230.4,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1068,13787.0,76,2,309.04,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
1069,13790.0,5,1,348.8,4,1,2,7,Loyal Customers,0,red,Huge product discount
1070,13791.0,128,2,1516.0,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1071,13792.0,67,2,195.55,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
1072,13798.0,2,61,52211.7,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1073,13799.0,117,2,688.86,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
1074,13800.0,310,1,558.32,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
1075,13801.0,67,1,324.8,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
1076,13802.0,139,3,4599.42,2,2,4,8,Loyal Customers,3,black,Direct social media messaging
1077,13803.0,256,1,277.07,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1078,13804.0,31,7,2588.39,3,3,4,10,Best Customers,1,blue,Promotion of new offers
1079,13805.0,53,2,924.6,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1080,13806.0,64,1,256.38,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
1081,13807.0,368,1,112.6,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1082,13808.0,6,5,1747.66,4,3,3,10,Best Customers,1,blue,Promotion of new offers
1083,13809.0,306,1,155.05,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1084,13810.0,29,4,1513.26,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
1085,13811.0,184,3,814.5,1,2,3,6,Loyal Customers,3,black,Direct social media messaging
1086,13812.0,43,3,539.0,3,2,2,7,Loyal Customers,0,red,Huge product discount
1087,13813.0,40,4,1366.86,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
1088,13814.0,93,2,1579.12,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1089,13815.0,23,4,4027.36,3,2,4,9,Best Customers,3,black,Direct social media messaging
1090,13816.0,24,2,571.67,3,1,2,6,Loyal Customers,0,red,Huge product discount
1091,13817.0,30,2,382.98,3,1,2,6,Loyal Customers,0,red,Huge product discount
1092,13819.0,302,4,2379.78,1,2,4,7,Loyal Customers,3,black,Direct social media messaging
1093,13821.0,145,2,385.64,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
1094,13822.0,6,2,628.0,4,1,2,7,Loyal Customers,0,red,Huge product discount
1095,13823.0,19,2,957.66,3,1,3,7,Loyal Customers,0,red,Huge product discount
1096,13824.0,33,5,1698.94,3,3,3,9,Best Customers,1,blue,Promotion of new offers
1097,13826.0,177,1,189.5,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1098,13827.0,58,3,409.8,2,2,2,6,Loyal Customers,2,green,Products advertisment via mail
1099,13828.0,23,1,209.49,3,1,1,5,Loyal Customers,0,red,Huge product discount
1100,13831.0,17,6,2198.45,4,3,4,11,Best Customers,1,blue,Promotion of new offers
1101,13832.0,20,1,52.2,3,1,1,5,Loyal Customers,0,red,Huge product discount
1102,13833.0,160,1,383.85,1,1,2,4,Promising but might Require Attention,2,green,Products advertisment via mail
1103,13835.0,26,4,834.57,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
1104,13837.0,212,2,266.59,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1105,13838.0,6,4,674.82,4,2,2,8,Loyal Customers,0,red,Huge product discount
1106,13841.0,253,2,99.43,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1107,13842.0,59,9,3385.62,2,4,4,10,Best Customers,1,blue,Promotion of new offers
1108,13844.0,12,1,361.62,4,1,2,7,Loyal Customers,0,red,Huge product discount
1109,13845.0,65,1,312.98,2,1,2,5,Loyal Customers,2,green,Products advertisment via mail
1110,13846.0,25,3,865.06,3,2,3,8,Loyal Customers,3,black,Direct social media messaging
1111,13848.0,93,3,1255.0,2,2,3,7,Loyal Customers,3,black,Direct social media messaging
1112,13849.0,52,2,1537.95,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1113,13850.0,130,1,1595.48,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1114,13851.0,96,3,2651.46,2,2,4,8,Loyal Customers,3,black,Direct social media messaging
1115,13853.0,58,1,1090.14,2,1,3,6,Loyal Customers,3,black,Direct social media messaging
1116,13854.0,9,26,8112.07,4,4,4,12,Best Customers,1,blue,Promotion of new offers
1117,13856.0,169,3,388.5,1,2,2,5,Loyal Customers,2,green,Products advertisment via mail
1118,13858.0,58,1,216.17,2,1,1,4,Promising but might Require Attention,2,green,Products advertisment via mail
1119,13859.0,327,1,201.16,1,1,1,3,Promising but might Require Attention,2,green,Products advertisment via mail
1120,13860.0,2,5,1245.9,4,3,3,10,Best Customers,1,blue,Promotion of new offers
1121,13862.0,19,8,2209.36,3,4,4,11,Best Customers,1,blue,Promotion of new offers
